Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in industrial management, operations, production planning, quality control, logistics, entrepreneurship, and business development across various industries
",Bachelor of Technology in Industrial Management Technology,https://portal.uovt.ac.lk/programme/IM
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (weekday enrolment subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in industrial management, operations, production planning, logistics, quality control, business development, and entrepreneurship across manufacturing and service industries
",Bachelor of Technology in Industrial Management Technology,https://portal.uovt.ac.lk/programme/IM
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (subject to availability for A/L students)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in film and television production, directing, screenwriting, cinematography, editing, production management, audio-visual technology, and creative media industries
",Bachelor of Technology in Film & Television Production Technology,https://portal.uovt.ac.lk/programme/FTPT
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (subject to availability for A/L students)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in media production, television and radio broadcasting, new media applications, film production, digital content creation, and media technology innovation
",Bachelor of Technology in Media Arts Production Technology,https://portal.uovt.ac.lk/programme/MAPT
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,NVQ qualifications OR G.C.E. (A/L) qualifications (weekday enrolment subject to availability),Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers as Quantity Surveyors, Cost Consultants, Project Managers, Contract Administrators, Estimators, and Construction Economists in local and international construction industries
",Bachelor of Technology in Quantity Surveying,https://portal.uovt.ac.lk/programme/QS
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (subject to availability for A/L students)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in hotel and resort management, tourism management, hospitality operations, food and beverage management, event management, travel consultancy, and international hospitality sectors
",Bachelor of Technology in Hotel Management,https://portal.uovt.ac.lk/programme/HM
SLIATE,Department of Accountancy,English / Sinhala,Full Time / Part Time,4 Years,"G.C.E. (A/L) qualification in Commerce Stream or equivalent qualification accepted by SLIATE. NVQ Level 5 or other relevant qualifications may be considered for admission based on availability.
",Intermediate,,"Ampara, Anuradhapura, Badulla, Batticaloa, Dehiwala, Galle, Gampaha, Jaffna, Kandy, Kegalle, Kurunegala, Rathnapura, Samanthurai, Tangalle, Trincomalee, Vavuniya
","Registered Auditor, Accountant, Financial Analyst, Finance Executive, Tax Consultant, Banking Officer, Accounting Assistant, Audit Trainee, and other roles in public and private accounting sectors
",Higher National Diploma in Accountancy (HNDA),http://www.sliate.ac.lk/accountancy
SLIATE,Department of Agriculture,English / Sinhala,Full Time,3 Years,"G.C.E. (A/L) qualification in the Science or Agriculture stream, or equivalent qualification accepted by SLIATE. NVQ Level 5 or other recognized qualifications may be considered for admission subject to available vacancies.
",Intermediate,,"Hardy ATI (Ampara), ATI Galle, and ATI Gampaha","Agriculture Officer, Farm Manager, Agronomist Assistant, Agricultural Extension Officer, Agribusiness Executive, Quality Control Officer, Production Supervisor, or Entrepreneur in agriculture-related industries
",Higher National Diploma in Agriculture - HNDT (Agri),http://www.sliate.ac.lk/agriculture
SLIATE,Department of Engineering,English,Full Time,3 Years,"G.C.E. (A/L) qualification in the Physical Science stream or equivalent qualification accepted by SLIATE. NVQ Level 5 in a related engineering field may also be considered for admission based on availability.
",Intermediate,,ATI Colombo and ATI Galle,"Building Services Engineer, Mechanical Services Engineer, Electrical Building Engineer, HVAC Technician, Project Supervisor, Maintenance Engineer, or Engineering Consultant in construction and infrastructure sectors
","Higher National Diploma in Engineering- (Building Services)
",http://www.sliate.ac.lk/building-services
SLIATE,Department of Business Administration,English / Sinhala,Full Time,2 ½ Years,"G.C.E. (A/L) qualification in the Commerce stream or equivalent qualification accepted by SLIATE. NVQ Level 5 in a relevant business field or equivalent qualifications may be considered based on availability.
",Intermediate,,"ATI Dehiwala, ATI Galle, ATI Jaffna, and ATI Kandy","Business Executive, Administrative Officer, Marketing Executive, HR Assistant, Management Trainee, Operations Coordinator, or Entrepreneur in the business and corporate sectors
",Higher National Diploma in Business ,http://www.sliate.ac.lk/busines-administration
SLIATE,Department of Business Finance,English,Full Time,2 ½ Years,"G.C.E. (A/L) qualification in the Commerce stream or equivalent qualification accepted by SLIATE. NVQ Level 5 or other relevant qualifications in business or finance may also be considered for admission.
",Intermediate,,ATI Dehiwala,"Financial Analyst, Accounting Executive, Banking Assistant, Finance Officer, Business Analyst, Audit Trainee, and Entrepreneur in finance and business-related sectors
","Higher National Diploma in Business Finance - (HNDBF)
",http://www.sliate.ac.lk/business-finance
SLIATE,Department of English ,English,Full Time / Part Time,2 ½ Years,"Applicants must pass the written test and interview. Selection based on merit performance and availability of resources.
",Intermediate,,"Ampara (Hardy), Badulla, Dehiwala, Galle, Jaffna, Kandy, Kegalle, Kurunegala, Trincomalee, Anuradhapura, Batticaloa, Nawalapitiya, Rathnapura, Samanthurai, Tangalle
","Opportunities in education, communication, translation, media, and administration sectors
",Higher National Diploma in English,http://www.sliate.ac.lk/english
SLIATE,"Department of Engineering (Civil, Mechanical & Electrical)",English,Full Time,2 ½ Years,"G.C.E. (A/L) qualification in Mathematics stream or equivalent; selection based on merit and availability of resources
",Intermediate,,Ratmalana ,"Employment as Engineering Technologists, Technical Officers, Supervisors, or positions in Civil, Mechanical, and Electrical Engineering sectors
","Higher National Diploma in Engineering - (HND - Engineering)
",http://www.sliate.ac.lk/engineering
SLIATE,Department of Management ,English,Full Time,2 ½ Years,"G.C.E. (A/L) or equivalent qualification; selection based on merit and availability of resources
",Intermediate,,"Ampara (Hardy), Badulla, Dehiwala, Galle, Jaffna, Kandy, Kurunegala, Nawalapitiya
","Employment in management, administration, human resources, marketing, finance, and entrepreneurship sectors
","Higher National Diploma in Management - (HNDM)
",http://www.sliate.ac.lk/management
SLIATE,Department of Food Technology ,English,Full Time,2 ½ Years,"G.C.E. (A/L) qualification in Science stream or equivalent; selection based on merit and availability of resources
",Intermediate,,"Advanced Technological Institute, Naiwala, Essalla, Veyangoda, Gampaha
","Employment in food production, quality assurance, research & development, laboratory analysis, and food industry supervision roles
",Higher National Diploma in Food Technology – (HNDFT),http://www.sliate.ac.lk/food-technology
SLIATE,Department of Quantity Survey,English,Full Time,2 ½ Years,"G.C.E. (A/L) qualification in relevant stream (preferably Mathematics or Science) or equivalent; selection based on merit and availability of resources
",Intermediate,,"Advanced Technological Institute, Colombo (No. 42, Rodrigo Place, Colombo 15) and ATI Galle (Siridamma Mw, Labuduwa, Akmeemana)
","Employment as Quantity Surveyors, Estimators, Project Coordinators, or Cost Controllers in construction and infrastructure sectors
",Higher National Diploma in Quantity Survey (HNDQS),http://www.sliate.ac.lk/quantity-survey
SLIATE,Department of Tourism and Hospitality Management ,English,Full Time,3 Years,"G.C.E. (A/L) qualification or equivalent; selection based on merit and availability of resources
",Intermediate,,"Ampara (Hardy), Badulla, Dehiwala, Galle, Jaffna, Kandy, Nawalapitiya, Mannar
","Employment opportunities in tourism management, hotel operations, travel and event management, hospitality services, and related industries
",Higher National Diploma in Tourism and Hospitality Management (HNDTHM),http://www.sliate.ac.lk/tourism-and-hospitality-management
SLIATE,Deparment Consumer and Product Technology,English,Full Time,2 ½ Years,"G.C.E. (A/L) qualification in relevant stream or equivalent; selection based on merit and resource availability
",Intermediate,,,"Employment in product development, textile and apparel technology, quality assurance, consumer goods production, and industrial design sectors
",Higher National Diploma Consumer Science and Product Technology,http://www.sliate.ac.lk/hndcspt
SLIATE,Department of Engineering ,English,Full Time,2 ½ Years,"G.C.E. (A/L) in Mathematics or Technology Stream with relevant subjects, or equivalent qualifications approved by SLIATE. Candidates should also meet the general admission requirements stipulated by SLIATE for Higher National Diploma programmes.
",Intermediate,,,"Mechanical Engineer (Junior Level), Maintenance Technician, Production Supervisor, CAD/CAM Technician, Quality Control Officer, Technical Officer, and opportunities in manufacturing and engineering-related sectors.
",Higher National Diploma in Engineering (Mechanical),http://www.sliate.ac.lk/mechanical
"College of Technology  
","Department of Automobile Repair and Maintenance	
",English,Full Time,1 ½ Years,NVQ 04,Intermediate,,Ampara ,"Automobile Technician / Mechanic, Service Advisor in Automobile Workshops or Dealerships, Vehicle Maintenance Supervisor, Technical Officer (Automobile) in government or private sector, Workshop Foreman / Service Manager
","National Diploma in Automobile Technology (NVQ 05)	
",https://dtet.gov.lk/en/course-details/
"College of Technology  
",Department of Building & Construction,English,Full Time,1 ½ Years,NVQ 04,Intermediate,,Ampara ,"Construction Supervisor, Quantity Surveyor (Assistant Level), Technical Officer (Civil / Construction), Draughtsperson / CAD Technician, Construction Project Coordinator
",National Diploma Construction Technology (NVQ Level 5),https://dtet.gov.lk/en/course-details/
"College of Technology  
",Department of Building & Construction,English,Full Time,1 Year ,NVQ 04,Intermediate,,Ampara ,"Drafting Technician, CAD Technician, Junior Design Assistant, Technical Officer, Site Supervisor

",National Certificate In Engineering Draughtsmanship,https://dtet.gov.lk/en/course-details/
